team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,manager
Big Bucs No Whammies,16,Deebo Samuel,WR,SF,BN,15.9,Travis
Eli Man Penguin Boy,16,Derrick Henry,RB,Ten,BN,0,Andy
Zeke Virus,16,Derrius Guice,RB,Was,BN,0,Adam
Obi 'Quon Kenobi,16,Deshaun Watson,QB,Hou,QB,10.06,roy s
Big Bucs No Whammies,16,DeVante Parker,WR,Mia,W/R/T,22.1,Travis
Run it Back,16,Devin Singletary,RB,Buf,BN,5.8,Jean
Post Mahomes,16,Devonta Freeman,RB,Atl,BN,33.7,JL
Da Don Da Da's,16,DJ Chark Jr.,WR,Jax,WR,3.8,Khari
Run it Back,16,DJ Moore,WR,Car,W/R/T,1.1,Jean
Post Mahomes,16,DK Metcalf,WR,Sea,W/R/T,0,JL
Run it Back,16,Drew Brees,QB,NO,QB,25.86,Jean
Birds Like I'm Julio,16,Duke Johnson,RB,Hou,BN,0.6,Jake
3HeadedATK,16,Emmanuel Sanders,WR,SF,WR,9.1,Christopher
Zeke Virus,16,Evan Engram,TE,NYG,BN,0,Adam
3HeadedATK,16,Ezekiel Elliott,RB,Dal,RB,15.4,Christopher
Game of Jones,16,George Kittle,TE,SF,W/R/T,18.9,Andre
3HeadedATK,16,Golden Tate,WR,NYG,W/R/T,15.6,Christopher
Birds Like I'm Julio,16,Green Bay,DEF,GB,DEF,11,Jake
3HeadedATK,16,Greg Olsen,TE,Car,BN,5.3,Christopher
Game of Jones,16,Greg Zuerlein,K,Dal,K,9,Andre
Big Bucs No Whammies,16,Harrison Butker,K,KC,BN,10,Travis
Run it Back,16,Hunter Henry,TE,LAC,TE,9.5,Jean
Eli Man Penguin Boy,16,Indianapolis,DEF,Ind,DEF,30,Andy
Obi 'Quon Kenobi,16,Jack Doyle,TE,Ind,TE,3.7,roy s
Zeke Virus,16,Jacksonville,DEF,Jax,BN,5,Adam
Big Bucs No Whammies,16,Jacob Hollister,TE,Sea,TE,11.4,Travis
Post Mahomes,16,Jake Elliott,K,Phi,K,5,JL
Da Don Da Da's,16,Jamaal Williams,RB,GB,RB,7.2,Khari
Zeke Virus,16,Jameis Winston,QB,TB,QB,16,Adam
Da Don Da Da's,16,James Conner,RB,Pit,BN,3.2,Khari
Post Mahomes,16,James White,RB,NE,RB,6.9,JL
Birds Like I'm Julio,16,Jamison Crowder,WR,NYJ,W/R/T,10,Jake
Eli Man Penguin Boy,16,Jared Cook,TE,NO,BN,23.4,Andy
Eli Man Penguin Boy,16,Jarvis Landry,WR,Cle,WR,14.4,Andy
Big Bucs No Whammies,16,Jason Myers,K,Sea,K,9,Travis
Game of Jones,16,Jason Witten,TE,LV,TE,3.4,Andre
Obi 'Quon Kenobi,16,Jaylen Samuels,RB,Pit,BN,7.9,roy s
Obi 'Quon Kenobi,16,Jimmy Garoppolo,QB,SF,BN,13.42,roy s
3HeadedATK,16,Joe Mixon,RB,Cin,RB,9.3,Christopher
Birds Like I'm Julio,16,John Brown,WR,Buf,W/R/T,12.6,Jake
3HeadedATK,16,Jonathan Williams,RB,Ind,BN,0,Christopher
Run it Back,16,Josh Allen,QB,Buf,BN,22.62,Jean
Da Don Da Da's,16,Josh Gordon,WR,Sea,BN,0,Khari
Post Mahomes,16,Josh Jacobs,RB,LV,BN,0,JL
Game of Jones,16,Josh Lambo,K,Jax,BN,7,Andre
Post Mahomes,16,JuJu Smith-Schuster,WR,Pit,BN,4.2,JL
Run it Back,16,Julian Edelman,WR,NE,BN,14.2,Jean
Game of Jones,16,Julio Jones,WR,Atl,WR,26.6,Andre
Zeke Virus,16,Justin Tucker,K,Bal,K,7,Adam
Birds Like I'm Julio,16,Ka'imi Fairbairn,K,Hou,K,11,Jake
Post Mahomes,16,Kansas City,DEF,KC,DEF,10,JL
Eli Man Penguin Boy,16,Kareem Hunt,RB,Cle,RB,8.1,Andy
Da Don Da Da's,16,Keenan Allen,WR,LAC,W/R/T,11.6,Khari
Post Mahomes,16,Kenny Golladay,WR,Det,WR,18.6,JL
Game of Jones,16,Kenny Stills,WR,Hou,BN,10.7,Andre
Eli Man Penguin Boy,16,Kenyan Drake,RB,Ari,RB,33.4,Andy
Birds Like I'm Julio,16,Kirk Cousins,QB,Min,BN,8.88,Jake
Big Bucs No Whammies,16,Kyle Rudolph,TE,Min,BN,1.7,Travis
Eli Man Penguin Boy,16,Kyler Murray,QB,Ari,BN,13.72,Andy
Birds Like I'm Julio,16,Lamar Jackson,QB,Bal,QB,32.82,Jake
Run it Back,16,Larry Fitzgerald,WR,Ari,BN,14.8,Jean
Birds Like I'm Julio,16,Latavius Murray,RB,NO,BN,4.5,Jake
Obi 'Quon Kenobi,16,Le'Veon Bell,RB,NYJ,RB,13.3,roy s
Obi 'Quon Kenobi,16,Leonard Fournette,RB,Jax,RB,13.5,roy s
Obi 'Quon Kenobi,16,LeSean McCoy,RB,KC,BN,0,roy s
Post Mahomes,16,Mark Andrews,TE,Bal,TE,27.3,JL
Big Bucs No Whammies,16,Mark Ingram II,RB,Bal,RB,17.1,Travis
3HeadedATK,16,Marlon Mack,RB,Ind,BN,18.1,Christopher
Game of Jones,16,Marquise Brown,WR,Bal,WR,1.6,Andre
Run it Back,16,Mason Crosby,K,GB,K,10,Jean
Run it Back,16,Matt Breida,RB,SF,BN,0,Jean
Obi 'Quon Kenobi,16,Matt Gay,K,TB,K,11,roy s
Eli Man Penguin Boy,16,Matt Ryan,QB,Atl,QB,18.96,Andy
Birds Like I'm Julio,16,Matthew Stafford,QB,Det,BN,0,Jake
Post Mahomes,16,Mecole Hardman,WR,KC,BN,0,JL
Da Don Da Da's,16,Melvin Gordon III,RB,Den,W/R/T,22.7,Khari
Zeke Virus,16,Michael Gallup,WR,Dal,BN,14.8,Adam
Obi 'Quon Kenobi,16,Michael Thomas,WR,NO,WR,31.6,roy s
3HeadedATK,16,Mike Evans,WR,TB,BN,0,Christopher
Obi 'Quon Kenobi,16,Mike Williams,WR,LAC,BN,8.1,roy s
Post Mahomes,16,Miles Sanders,RB,Phi,RB,26.6,JL
3HeadedATK,16,Minnesota,DEF,Min,DEF,9,Christopher
Obi 'Quon Kenobi,16,Mohamed Sanu,WR,NE,BN,5.4,roy s
Game of Jones,16,N'Keal Harry,WR,NE,BN,5.9,Andre
3HeadedATK,16,Nelson Agholor,WR,Phi,BN,0,Christopher
Obi 'Quon Kenobi,16,New England,DEF,NE,DEF,5,roy s
Obi 'Quon Kenobi,16,New Orleans,DEF,NO,BN,6,roy s
Da Don Da Da's,16,Nick Chubb,RB,Cle,RB,4.5,Khari
Post Mahomes,16,Odell Beckham Jr.,WR,Cle,WR,14.4,JL
Game of Jones,16,Patrick Mahomes,QB,KC,QB,27.44,Andre
Da Don Da Da's,16,Philadelphia,DEF,Phi,DEF,8,Khari
Da Don Da Da's,16,Philip Rivers,QB,Ind,QB,11.16,Khari
Birds Like I'm Julio,16,Phillip Dorsett II,WR,Sea,BN,0,Jake
Da Don Da Da's,16,Phillip Lindsay,RB,Den,BN,19.8,Khari
Run it Back,16,Pittsburgh,DEF,Pit,DEF,5,Jean
Eli Man Penguin Boy,16,Raheem Mostert,RB,SF,W/R/T,11.3,Andy
Big Bucs No Whammies,16,Randall Cobb,WR,Hou,BN,12.3,Travis
Eli Man Penguin Boy,16,Robbie Gould,K,SF,K,10,Andy
Big Bucs No Whammies,16,Robby Anderson,WR,Car,BN,11.2,Travis
Run it Back,16,Robert Woods,WR,LAR,W/R/T,20.3,Jean
Big Bucs No Whammies,16,Russell Wilson,QB,Sea,QB,11.96,Travis
Post Mahomes,16,Ryan Tannehill,QB,Ten,QB,26.68,JL
Post Mahomes,16,Ryquell Armstead,RB,Jax,BN,0.2,JL
Da Don Da Da's,16,Sam Darnold,QB,NYJ,BN,10.62,Khari
Eli Man Penguin Boy,16,Sammy Watkins,WR,KC,BN,4.8,Andy
Da Don Da Da's,16,San Francisco,DEF,SF,BN,7,Khari
Birds Like I'm Julio,16,Saquon Barkley,RB,NYG,RB,43.9,Jake
Big Bucs No Whammies,16,Seth Roberts,WR,Car,BN,4.3,Travis
Game of Jones,16,Sony Michel,RB,NE,BN,11.1,Andre
Obi 'Quon Kenobi,16,Stefon Diggs,WR,Buf,WR,14.7,roy s
Obi 'Quon Kenobi,16,Sterling Shepard,WR,NYG,W/R/T,19.6,roy s
Zeke Virus,16,T.Y. Hilton,WR,Ind,BN,5.6,Adam
Big Bucs No Whammies,16,Tampa Bay,DEF,TB,DEF,10,Travis
Game of Jones,16,Tarik Cohen,RB,Chi,RB,6.3,Andre
3HeadedATK,16,Tennessee,DEF,Ten,BN,-1,Christopher
Eli Man Penguin Boy,16,Terry McLaurin,WR,Was,W/R/T,15.6,Andy
Zeke Virus,16,Tevin Coleman,RB,SF,RB,3.3,Adam
Zeke Virus,16,Todd Gurley II,RB,LAR,W/R/T,16.8,Adam
Game of Jones,16,Tom Brady,QB,TB,BN,18.24,Andre
Post Mahomes,16,Tony Pollard,RB,Dal,BN,-2,JL
Birds Like I'm Julio,16,Travis Kelce,TE,KC,TE,21.4,Jake
3HeadedATK,16,Tyler Boyd,WR,Cin,WR,33.8,Christopher
Zeke Virus,16,Tyler Higbee,TE,LAR,TE,19.4,Adam
Birds Like I'm Julio,16,Tyler Lockett,WR,Sea,WR,2.2,Jake
Big Bucs No Whammies,16,Tyreek Hill,WR,KC,WR,12.2,Travis
Da Don Da Da's,16,Tyrell Williams,WR,LV,BN,12.2,Khari
3HeadedATK,16,Wil Lutz,K,NO,K,9,Christopher
Birds Like I'm Julio,16,Will Fuller V,WR,Hou,BN,3.1,Jake
Da Don Da Da's,16,Zach Ertz,TE,Phi,TE,6.8,Khari
Post Mahomes,16,Zach Pascal,WR,Ind,W/R/T,1.6,JL
